timestamp,company,ltp,total_shares,market_cap,free_float_pct,free_float_mcap
2025-07-22 10:03:00,RAHIMAFOOD,126.8,20000200.0,2536025360.0,62.62,1588059080.432
2025-07-22 10:03:00,RINGSHINE,3.2,500313043.0,1601001737.6000001,63.54,1017276504.07104
2025-07-22 10:03:00,SHASHADNIM,18.1,141035910.0,2552749971.0,55.6,1419328983.8760002
2025-07-22 10:03:00,APEXSPINN,132.0,8400000.0,1108800000.0,47.24,523797120.00000006
2025-07-22 10:03:00,BANGAS,105.8,7624643.0,806687229.4,69.01,556694857.00894
2025-07-22 10:03:00,CAPITECGBF,7.6,155680000.0,1183168000.0,35.769999999999996,423219193.59999996
2025-07-22 10:03:00,CITYBANK,21.7,1521222069.0,33010518897.3,69.64,22988525360.07972
2025-07-22 10:03:00,GPHISPAT,19.3,483883456.0,9338950700.800001,58.41,5454881104.33728
2025-07-22 10:03:00,HAKKANIPUL,66.3,19000000.0,1259700000.0,52.72,664113840.0
2025-07-22 10:03:00,MLDYEING,9.6,232434090.0,2231367264.0,69.43,1549238291.3952
2025-07-22 10:03:00,PHARMAID,628.0,3120000.0,1959360000.0,76.42,1497342912.0
2025-07-22 10:03:00,ROBI,25.9,5237932895.0,135662461980.5,10.0,13566246198.050001
2025-07-22 10:03:00,SALAMCRST,22.0,98371100.0,2164164200.0,51.5,1114544563.0
2025-07-22 10:03:00,SONARBAINS,23.6,42043517.0,992227001.2,60.48,600098890.32576
2025-07-22 10:03:00,SUMITPOWER,14.9,1067877239.0,15911370861.1,36.81,5856975613.970911
2025-07-22 10:03:00,ACMELAB,77.1,211601700.0,16314491069.999998,57.62,9400409754.533998
2025-07-22 10:03:00,AIL,48.0,48676835.0,2336488080.0,69.76,1629934084.608
2025-07-22 10:03:00,BPML,34.6,173791441.0,6013183858.6,33.790000000000006,2031854825.8209407
2025-07-22 10:03:00,BSC,98.0,152535040.0,14948433920.0,47.9,7160299847.679999
2025-07-22 10:03:00,EASTRNLUB,2849.0,1587616.0,4523117984.0,33.96000000000001,1536050867.3664002
2025-07-22 10:03:00,IPDC,17.0,409128430.0,6955183310.0,38.120000000000005,2651315877.7720003
2025-07-22 10:03:00,LOVELLO,94.2,93500000.0,8807700000.0,61.34,5402643180.000001
2025-07-22 10:03:00,NAHEEACP,21.8,68360160.0,1490251488.0,67.71000000000001,1009049282.5248001
2025-07-22 10:03:00,NCCBANK,10.4,1110423096.0,11548400198.4,64.99000000000001,7505305288.940162
2025-07-22 10:03:00,RUPALIBANK,22.9,487932065.0,11173644288.5,9.810000000000002,1096134504.7018502
2025-07-22 10:03:00,SEAPEARL,53.6,120750000.0,6472200000.0,53.17,3441268740.0000005
2025-07-22 10:03:00,SPCERAMICS,21.9,146966055.0,3218556604.5,50.0,1609278302.25
2025-07-22 10:03:00,WALTONHIL,462.9,302928343.0,140225529974.69998,38.91,54561753713.155754
2025-07-22 10:03:00,AAMRANET,19.0,92979912.0,1766618328.0,66.96000000000001,1182927632.4288
2025-07-22 10:03:00,AFTABAUTO,35.4,105544995.0,3736292823.0,70.68,2640811767.2964005
